cell,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio12,bio13,bio14,bio15,bio18,bio19,X0,X11,X12,X21,X22,X23,X24,X31,X41,X42,X43,X52,X71,X81,X82,X90,X95,x,y,dominant_cover,has_open_water,has_deciduous_forest,has_evergreen_forest,has_mixed_forest,has_shrub_or_scrub,has_grassland_or_herbaceous,has_pasture_or_hay,has_cultivated_crops,has_other,has_developed,has_wetlands
8478,54.0,173.0,44.0,7465.0,261.0,-129.0,390.0,130.0,-37.0,154.0,464.0,64.0,14.0,43.0,174.0,52.0,0.0,0.0,0,0.0,0.10365428775548899,0.0,0.0,0.0,0.0,0.788071632385254,0.0,0.10827408730983698,0.0,0.0,0.0,0.0,0.0,-105.25,39.5833333333333,Evergreen Forest,False,False,True,False,True,False,False,False,False,True,False
8479,94.0,161.0,40.0,8163.0,302.0,-96.0,398.0,176.0,-7.0,202.0,428.0,67.0,13.0,43.0,143.0,47.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.083333333333,39.5833333333333,Developed,False,False,False,False,False,False,False,False,False,True,False
8480,94.0,162.0,40.0,8238.0,305.0,-97.0,402.0,177.0,-8.0,203.0,428.0,68.0,13.0,46.0,152.0,45.0,0.0,0.0,0,0.871042013168335,0.12895797193050398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.916666666667,39.5833333333333,Developed,False,False,False,False,False,False,False,False,False,True,False
8481,92.0,160.0,40.0,8241.0,303.0,-96.0,399.0,175.0,-9.0,202.0,415.0,68.0,12.0,53.0,162.0,38.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-104.75,39.5833333333333,Developed,False,False,False,False,False,False,False,False,False,True,False
8519,114.0,119.0,30.0,9502.0,304.0,-81.0,385.0,211.0,-15.0,231.0,1029.0,116.0,56.0,22.0,310.0,192.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.332180380821228,0.0,0.0,0.0,0.0,0.0,0.667819619178772,0.0,0.0,-87.4166666666667,39.5833333333333,Cultivated Crops,False,True,False,False,False,False,False,True,False,False,False
8522,112.0,119.0,31.0,9313.0,300.0,-78.0,378.0,207.0,-15.0,226.0,1080.0,121.0,61.0,20.0,324.0,205.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.9166666666667,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8523,111.0,118.0,31.0,9281.0,298.0,-78.0,376.0,206.0,-15.0,225.0,1079.0,119.0,62.0,20.0,320.0,206.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-86.75,39.5833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
8525,112.0,115.0,30.0,9305.0,298.0,-76.0,374.0,208.0,-13.0,227.0,1031.0,114.0,62.0,19.0,298.0,205.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-86.25,39.5833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
8526,111.0,115.0,30.0,9341.0,298.0,-77.0,375.0,208.0,-14.0,227.0,1032.0,114.0,62.0,19.0,296.0,206.0,0.0,0.0,0,0.0,0.0159775838255882,0.7769615054130551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207060903310776,0.0,0.0,-86.0833333333333,39.5833333333333,Developed,False,False,False,False,False,False,False,True,False,True,False
8552,107.0,127.0,35.0,8427.0,287.0,-72.0,359.0,193.0,-6.0,212.0,1089.0,113.0,69.0,16.0,322.0,226.0,0.0,0.0,0,0.0672399178147316,0.0,0.0,0.0,0.0,0.9327600598335269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0833333333333,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,True,False
8553,103.0,123.0,34.0,8413.0,281.0,-74.0,355.0,189.0,-10.0,208.0,1138.0,117.0,72.0,15.0,334.0,241.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.9166666666667,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8554,94.0,122.0,34.0,8366.0,271.0,-82.0,353.0,179.0,107.0,198.0,1205.0,124.0,79.0,14.0,350.0,263.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.75,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8556,82.0,121.0,34.0,8284.0,257.0,-94.0,351.0,165.0,-30.0,184.0,1209.0,124.0,81.0,13.0,345.0,265.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.85103839635849,0.0,0.148961588740349,0.0,0.0,0.0,0.0,0.0,0.0,-79.4166666666667,39.5833333333333,Deciduous Forest,False,True,False,True,False,False,False,False,False,False,False
8557,79.0,119.0,34.0,8307.0,253.0,-97.0,350.0,162.0,-34.0,181.0,1169.0,119.0,78.0,13.0,331.0,253.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.98715478181839,0.0,0.0,0.0,0.0,0.0128452070057392,0.0,0.0,0.0,-79.25,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,True,False,False,False,False
8558,83.0,120.0,33.0,8366.0,259.0,-94.0,353.0,167.0,-30.0,186.0,1085.0,111.0,71.0,13.0,307.0,227.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.0833333333333,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8559,92.0,125.0,34.0,8453.0,273.0,-87.0,360.0,178.0,-22.0,197.0,1004.0,102.0,65.0,14.0,285.0,204.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.9166666666667,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8560,108.0,133.0,35.0,8602.0,300.0,-73.0,373.0,196.0,-6.0,217.0,919.0,93.0,58.0,15.0,261.0,183.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.709435880184174,0.0,0.0186252873390913,0.0,0.0,0.27193883061409,0.0,0.0,0.0,-78.75,39.5833333333333,Deciduous Forest,False,True,False,True,False,False,True,False,False,False,False
8561,107.0,131.0,35.0,8587.0,296.0,-74.0,370.0,194.0,-8.0,215.0,924.0,93.0,59.0,15.0,263.0,182.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.5833333333333,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8567,107.0,116.0,32.0,8705.0,290.0,-69.0,359.0,196.0,-9.0,217.0,1051.0,105.0,71.0,11.0,285.0,219.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.5833333333333,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8568,109.0,119.0,32.0,8669.0,293.0,-68.0,361.0,156.0,-6.0,218.0,1043.0,103.0,72.0,11.0,281.0,222.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.32549750804901095,0.0,0.5416836142539979,0.0,0.0,0.132818907499313,0.0,0.0,0.0,-77.4166666666667,39.5833333333333,Mixed Forest,False,True,False,True,False,False,True,False,False,False,False
8569,113.0,123.0,33.0,8644.0,298.0,-66.0,364.0,159.0,-2.0,222.0,1029.0,101.0,71.0,10.0,275.0,222.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565049886703491,0.0,0.0,0.43495011329650896,0.0,0.0,0.0,-77.25,39.5833333333333,Mixed Forest,False,False,False,True,False,False,True,False,False,False,False
8571,112.0,116.0,32.0,8645.0,294.0,-64.0,358.0,200.0,-3.0,221.0,1092.0,108.0,73.0,10.0,290.0,239.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.9166666666667,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8572,115.0,116.0,32.0,8617.0,295.0,-62.0,357.0,202.0,0.0,223.0,1109.0,110.0,75.0,10.0,296.0,245.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.628813624382019,0.0,0.0,0.0,0.0,0.348374515771866,0.0228118468075991,0.0,0.0,-76.75,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,True,True,False,False,False
8573,117.0,115.0,32.0,8648.0,297.0,-60.0,357.0,204.0,2.0,226.0,1126.0,112.0,76.0,10.0,305.0,248.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.8492309451103209,0.0,0.0,0.0,0.0,0.0954764932394028,0.0552925653755665,0.0,0.0,-76.5833333333333,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,True,True,False,False,False
8574,119.0,115.0,32.0,8669.0,298.0,-59.0,357.0,206.0,16.0,227.0,1132.0,112.0,74.0,11.0,314.0,247.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.10802514851093302,0.0,0.0,0.0,0.0,0.0,0.8919748663902279,0.0,0.0,-76.4166666666667,39.5833333333333,Cultivated Crops,False,True,False,False,False,False,False,True,False,False,False
8575,120.0,113.0,31.0,8673.0,299.0,-57.0,356.0,207.0,17.0,229.0,1124.0,108.0,72.0,12.0,317.0,246.0,0.0,0.0,0,0.23933613300323497,0.0,0.0,0.0,0.0,0.0,0.0,0.6547128558158871,0.0,0.0,0.105951011180878,0.0,0.0,0.0,-76.25,39.5833333333333,Mixed Forest,False,False,False,True,False,False,True,False,False,True,False
8576,120.0,113.0,32.0,8633.0,298.0,-55.0,353.0,228.0,18.0,228.0,1115.0,107.0,72.0,12.0,316.0,245.0,0.0,0.19303245842456798,0,0.806967556476593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.0833333333333,39.5833333333333,Developed,True,False,False,False,False,False,False,False,False,True,False
8578,123.0,113.0,32.0,8568.0,301.0,-50.0,351.0,224.0,10.0,231.0,1083.0,106.0,71.0,11.0,301.0,238.0,0.0,0.0,0,0.89260059595108,0.0,0.0,0.0,0.0,0.0380023308098316,0.0,0.0693970769643784,0.0,0.0,0.0,0.0,0.0,0.0,-75.75,39.5833333333333,Developed,False,True,False,True,False,False,False,False,False,True,False
8579,124.0,110.0,31.0,8594.0,303.0,-47.0,350.0,226.0,11.0,233.0,1073.0,105.0,72.0,11.0,296.0,237.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.5833333333333,39.5833333333333,Open Water,True,False,False,False,False,False,False,False,False,False,False
8580,125.0,109.0,31.0,8618.0,304.0,-46.0,350.0,228.0,12.0,235.0,1085.0,105.0,74.0,10.0,298.0,244.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-75.4166666666667,39.5833333333333,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
8582,122.0,111.0,31.0,8537.0,300.0,-49.0,349.0,224.0,10.0,231.0,1108.0,109.0,76.0,10.0,304.0,253.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.649198353290558,0.0,0.0,0.0,0.0,0.0,0.0,0.35080164670944197,0.0,-75.0833333333333,39.5833333333333,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,True
8585,120.0,109.0,31.0,8278.0,294.0,-47.0,341.0,220.0,135.0,226.0,1099.0,116.0,78.0,12.0,301.0,259.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-74.5833333333333,39.5833333333333,Wetlands,False,False,False,False,False,False,False,False,False,False,True
8587,119.0,103.0,31.0,8197.0,287.0,-45.0,332.0,219.0,136.0,224.0,1121.0,120.0,76.0,13.0,302.0,271.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74.25,39.5833333333333,Open Water,True,False,False,False,False,False,False,False,False,False,False
8626,79.0,166.0,39.0,8809.0,310.0,-115.0,425.0,71.0,193.0,193.0,310.0,31.0,18.0,13.0,64.0,77.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784606099128723,0.21539391577243802,0.0,0.0,-111.583333333333,39.4166666666667,Pasture/Hay,False,False,False,False,False,False,True,True,False,False,False
8628,76.0,157.0,36.0,9139.0,300.0,-126.0,426.0,186.0,-30.0,194.0,260.0,30.0,17.0,18.0,72.0,56.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-110.916666666667,39.4166666666667,Shrub/Scrub,False,False,False,False,True,False,False,False,False,False,False
8634,25.0,165.0,40.0,8174.0,237.0,-169.0,406.0,125.0,-78.0,130.0,453.0,46.0,30.0,13.0,120.0,103.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.416666666667,39.4166666666667,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8635,53.0,177.0,40.0,8698.0,282.0,-153.0,435.0,120.0,-42.0,164.0,412.0,38.0,27.0,10.0,102.0,97.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.754342436790466,0.0,0.24565754830837197,0.0,0.0,0.0,0.0,0.0,-107.25,39.4166666666667,Evergreen Forest,False,False,True,False,True,False,False,False,False,False,False
8636,39.0,177.0,41.0,8589.0,265.0,-166.0,431.0,143.0,-20.0,149.0,410.0,40.0,27.0,11.0,108.0,97.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188102219253778,0.0,0.981189787387848,0.0,0.0,0.0,0.0,0.0,-107.083333333333,39.4166666666667,Shrub/Scrub,False,False,True,False,True,False,False,False,False,False,False
8640,5.0,151.0,40.0,7767.0,203.0,-171.0,374.0,107.0,-90.0,107.0,533.0,66.0,32.0,25.0,174.0,103.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.337845921516418,0.646322131156921,0.0,0.010397139005363,0.0,0.0,0.0,0.0,0.00543479900807142,-105.75,39.4166666666667,Evergreen Forest,False,True,True,False,True,False,False,False,False,False,True
8644,72.0,175.0,43.0,7767.0,283.0,-118.0,401.0,151.0,-23.0,176.0,449.0,63.0,12.0,46.0,170.0,45.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.083333333333,39.4166666666667,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
8646,84.0,167.0,41.0,8098.0,295.0,-106.0,401.0,166.0,-16.0,191.0,423.0,65.0,11.0,53.0,173.0,36.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-104.75,39.4166666666667,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,False,False
8648,86.0,165.0,40.0,8470.0,301.0,-108.0,409.0,172.0,-19.0,198.0,389.0,65.0,9.0,64.0,174.0,27.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-104.25,39.4166666666667,Grassland/Herbaceous,False,False,False,False,False,True,False,False,False,False,False
8665,124.0,121.0,30.0,9704.0,319.0,-79.0,398.0,224.0,-7.0,243.0,935.0,132.0,25.0,48.0,348.0,88.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0585246123373508,0.0,0.0,0.0,0.0,0.0,0.9414753913879391,0.0,0.0,-94.9166666666667,39.4166666666667,Cultivated Crops,False,True,False,False,False,False,False,True,False,False,False
8672,117.0,120.0,29.0,9807.0,312.0,-91.0,403.0,217.0,-18.0,237.0,1001.0,121.0,37.0,34.0,315.0,126.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14033359289169298,0.859666407108307,0.0,0.0,-92.9166666666667,39.4166666666667,Cultivated Crops,False,False,False,False,False,False,True,True,False,False,False
8678,114.0,121.0,30.0,9685.0,310.0,-87.0,397.0,213.0,-17.0,234.0,968.0,113.0,39.0,28.0,292.0,141.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.25,39.4166666666667,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8679,116.0,123.0,30.0,9641.0,312.0,-86.0,398.0,214.0,-15.0,235.0,960.0,111.0,39.0,27.0,285.0,142.0,0.0,0.0,0,0.4519936144351961,0.0,0.0,0.0,0.0,0.548006415367126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91.0833333333333,39.4166666666667,Deciduous Forest,False,True,False,False,False,False,False,False,False,True,False
8688,115.0,116.0,29.0,9653.0,306.0,-81.0,387.0,214.0,-17.0,233.0,1009.0,109.0,53.0,20.0,292.0,188.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-88.25,39.4166666666667,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
8689,115.0,116.0,30.0,9600.0,306.0,-80.0,386.0,213.0,-16.0,233.0,1013.0,110.0,54.0,20.0,294.0,189.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-88.0833333333333,39.4166666666667,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
8692,115.0,119.0,30.0,9495.0,305.0,-80.0,385.0,212.0,-14.0,232.0,1030.0,117.0,57.0,22.0,307.0,190.0,0.0,0.0,0,0.0,0.742077350616455,0.25792267918586703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.4166666666667,39.4166666666667,Developed,False,False,False,False,False,False,False,False,False,True,False
8693,114.0,119.0,31.0,9414.0,303.0,-79.0,382.0,211.0,-13.0,230.0,1051.0,120.0,59.0,22.0,313.0,196.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-87.25,39.4166666666667,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
8697,113.0,118.0,31.0,9170.0,298.0,-76.0,374.0,207.0,-11.0,226.0,1059.0,115.0,64.0,19.0,304.0,210.0,0.0,0.0,0,0.108289889991283,0.694194257259369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19751586019992803,0.0,0.0,-86.4166666666667,39.4166666666667,Developed,False,False,False,False,False,False,False,True,False,True,False
8698,113.0,117.0,31.0,9185.0,299.0,-73.0,372.0,208.0,-10.0,227.0,1049.0,117.0,66.0,18.0,293.0,219.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-86.0833333333333,39.4166666666667,Cultivated Crops,False,False,False,False,False,False,False,True,False,False,False
8721,106.0,129.0,35.0,8419.0,287.0,-73.0,360.0,192.0,-6.0,212.0,1136.0,117.0,73.0,15.0,334.0,240.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0833333333333,39.4166666666667,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8726,81.0,121.0,34.0,8206.0,256.0,-93.0,349.0,164.0,-29.0,183.0,1170.0,119.0,79.0,13.0,332.0,253.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.25,39.4166666666667,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8733,115.0,124.0,33.0,8622.0,302.0,-64.0,366.0,203.0,1.0,224.0,965.0,97.0,63.0,13.0,271.0,196.0,0.0,0.0,0,0.0,0.166710451245308,0.0,0.0,0.0,0.158332750201225,0.0,0.0,0.0,0.0,0.6749567985534671,0.0,0.0,0.0,-77.9166666666667,39.4166666666667,Pasture/Hay,False,True,False,False,False,False,True,False,False,True,False
8734,116.0,122.0,33.0,8649.0,300.0,-63.0,363.0,204.0,0.0,225.0,985.0,98.0,65.0,12.0,275.0,203.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.529628694057465,0.0,0.0432908609509468,0.0,0.0,0.427080452442169,0.0,0.0,0.0,-77.75,39.4166666666667,Deciduous Forest,False,True,False,True,False,False,True,False,False,False,False
8735,114.0,120.0,33.0,8653.0,297.0,-63.0,360.0,202.0,-1.0,223.0,1006.0,100.0,68.0,12.0,279.0,209.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.651469826698303,0.348530173301697,0.0,0.0,-77.5833333333333,39.4166666666667,Pasture/Hay,False,False,False,False,False,False,True,True,False,False,False
8736,116.0,122.0,33.0,8635.0,301.0,-61.0,362.0,204.0,2.0,225.0,987.0,95.0,66.0,12.0,277.0,207.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77.4166666666667,39.4166666666667,Developed,False,False,False,False,False,False,False,False,False,True,False
8737,114.0,121.0,33.0,8584.0,296.0,-64.0,360.0,201.0,-1.0,221.0,1022.0,101.0,69.0,11.0,280.0,217.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053800349123776,0.994619965553284,0.0,0.0,-77.25,39.4166666666667,Cultivated Crops,False,False,False,False,False,False,True,True,False,False,False
8738,113.0,119.0,33.0,8563.0,294.0,-64.0,358.0,199.0,-1.0,220.0,1073.0,107.0,72.0,10.0,288.0,232.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-77.0833333333333,39.4166666666667,Pasture/Hay,False,False,False,False,False,False,True,False,False,False,False
8739,117.0,118.0,32.0,8596.0,300.0,-59.0,359.0,204.0,3.0,226.0,1093.0,109.0,74.0,10.0,290.0,241.0,0.0,0.0,0,0.561236798763275,0.0,0.0,0.0,0.0,0.438763201236725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.9166666666667,39.4166666666667,Developed,False,True,False,False,False,False,False,False,False,True,False
8740,120.0,116.0,32.0,8625.0,302.0,-56.0,358.0,207.0,6.0,229.0,1123.0,111.0,77.0,10.0,299.0,251.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.773069262504578,0.0,0.22693075239658397,0.0,0.0,0.0,0.0,0.0,0.0,-76.75,39.4166666666667,Deciduous Forest,False,True,False,True,False,False,False,False,False,False,False
8741,125.0,116.0,32.0,8696.0,307.0,-52.0,359.0,213.0,10.0,235.0,1139.0,113.0,78.0,10.0,309.0,254.0,0.0,0.0,0,0.28893908858299294,0.0549316965043545,0.0,0.0,0.0,0.6561292409896851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.5833333333333,39.4166666666667,Deciduous Forest,False,True,False,False,False,False,False,False,False,True,False
8742,127.0,116.0,32.0,8674.0,309.0,-50.0,359.0,215.0,24.0,236.0,1131.0,110.0,76.0,11.0,315.0,252.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.4166666666667,39.4166666666667,Deciduous Forest,False,True,False,False,False,False,False,False,False,False,False
8743,127.0,115.0,32.0,8641.0,307.0,-48.0,355.0,236.0,25.0,236.0,1111.0,108.0,73.0,12.0,315.0,246.0,0.0,0.848297476768494,0,0.0,0.0,0.0,0.0,0.0,0.151702493429184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.25,39.4166666666667,Open Water,True,True,False,False,False,False,False,False,False,False,False
8749,125.0,110.0,31.0,8483.0,301.0,-45.0,346.0,226.0,14.0,233.0,1084.0,108.0,76.0,10.0,295.0,248.0,0.0,0.0,0,0.132862791419029,0.0,0.170777842402458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6963593363761899,0.0,0.0,-75.25,39.4166666666667,Cultivated Crops,False,False,False,False,False,False,False,True,False,True,False
8752,122.0,102.0,30.0,8157.0,290.0,-41.0,331.0,221.0,137.0,226.0,1076.0,115.0,74.0,13.0,292.0,256.0,0.0,0.0,0,0.0,0.6426827907562261,0.262602269649506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947149619460106,0.0,-74.5833333333333,39.4166666666667,Developed,False,False,False,False,False,False,False,False,False,True,True
8753,122.0,95.0,29.0,8113.0,283.0,-38.0,321.0,222.0,139.0,225.0,1070.0,117.0,72.0,14.0,291.0,258.0,0.0,0.510842859745026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489157140254974,-74.4166666666667,39.4166666666667,Open Water,True,False,False,False,False,False,False,False,False,False,True
8784,52.0,154.0,38.0,8301.0,267.0,-129.0,396.0,-38.0,86.0,161.0,398.0,40.0,23.0,11.0,92.0,101.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111.583333333333,39.25,Evergreen Forest,False,False,True,False,False,False,False,False,False,False,False
8790,105.0,166.0,37.0,9629.0,339.0,-109.0,448.0,174.0,-23.0,227.0,242.0,26.0,14.0,18.0,58.0,49.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-108.916666666667,39.25,Shrub/Scrub,False,False,False,False,True,False,False,False,False,False,False
8793,60.0,165.0,39.0,8415.0,278.0,-135.0,413.0,125.0,-48.0,169.0,428.0,43.0,25.0,14.0,101.0,95.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.681713998317719,0.0,0.0,0.0,0.0,0.318285971879959,0.0,0.0,-107.916666666667,39.25,Evergreen Forest,False,False,True,False,False,False,False,True,False,False,False
8796,24.0,176.0,40.0,8561.0,246.0,-184.0,430.0,127.0,63.0,133.0,433.0,44.0,29.0,13.0,116.0,108.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.693750619888306,0.0,0.0,0.306249350309372,0.0,0.0,0.0,0.0,0.0,-106.916666666667,39.25,Deciduous Forest,False,True,False,False,True,False,False,False,False,False,False
8797,0.0,159.0,40.0,8160.0,204.0,-192.0,396.0,100.0,33.0,105.0,533.0,54.0,34.0,14.0,141.0,138.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.964362859725952,0.0356371439993382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106.75,39.25,Deciduous Forest,False,True,True,False,False,False,False,False,False,False,False
